,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Alk,0.858065348,-0.098948355,0.084623086,-1.383754792,0.16643355,NA
Gpr107,1577.549924,-0.098921313,0.047070281,-2.101528552,0.035594594,0.148710197
Oxa1l,795.3073242,-0.098833271,0.06271335,-1.575885607,0.115052169,0.334348941
Prpf8,4215.363082,-0.098833185,0.051673344,-1.912711117,0.055785045,0.204985585
Gm45471,1.02858896,-0.098811118,0.104536803,-1.111886292,0.266187043,NA
Ggcx,205.1718632,-0.098803185,0.119355674,-0.828189059,0.407563439,0.689277546
Slu7,814.8379303,-0.098794226,0.06066931,-1.62815234,0.103492588,0.311476284
Pxn,2132.40778,-0.098782404,0.040703615,-2.426595011,0.015241259,0.079124103
Adam32,1.30257079,-0.098773246,0.114815895,-0.905781787,0.365051363,NA
Firre,630.6211528,-0.098674639,0.07274307,-1.35649717,0.174941035,0.434257477
Gamt,296.2286609,-0.098671437,0.099162833,-0.99198368,0.321205487,0.612871088
Gm12345,7.736944202,-0.098644988,0.197271302,-0.507952963,0.61148633,0.833093974
Zkscan3,547.7705371,-0.09864027,0.076980655,-1.281040614,0.200179401,0.467626268
Gm13748,1.12455096,-0.098568935,0.110919259,-0.580195514,0.561782779,NA
Gm26711,5.249179276,-0.09855375,0.182908701,-0.52496517,0.599607404,0.826093533
Gm43814,2.744404439,-0.098530236,0.153473503,-0.780396014,0.435157813,0.713129355
Gm10145,39.96337898,-0.098480357,0.209647756,-0.478152912,0.632541375,0.84396387
Gm10822,1.165722068,-0.098458705,0.097029411,-1.192465173,0.233078899,NA
Fcf1,424.2875298,-0.098413488,0.076166804,-1.292799261,0.196080496,0.462402631
Gm21370,3.194015306,-0.098400669,0.157083436,-0.655304019,0.512272034,0.769464312
Mapk1ip1l,1439.578999,-0.098393626,0.054404082,-1.808513735,0.070526581,0.241979235
Oxsr1,888.7836664,-0.098363444,0.062093326,-1.584377871,0.113107755,0.33019606
Pcdhb4,1.365185604,-0.098288436,0.108581288,-0.777512929,0.436856209,NA
Gm26852,12.73713158,-0.098244172,0.212655027,-0.467281298,0.640298635,0.847691396
Gm22422,0.946019207,-0.098242146,0.099786756,-0.854102584,0.393048152,NA
Kansl2-ps,81.02231839,-0.098169989,0.16355583,-0.600048007,0.548474242,0.793119904
Ilf2,515.7765998,-0.098139212,0.072822307,-1.347744623,0.177740534,0.438508184
Fmr1,574.6473851,-0.098137303,0.075500995,-1.300299472,0.193498349,0.459228425
Zmiz2,1921.507606,-0.098120105,0.044068342,-2.226276064,0.025995696,0.118592292
Galnt14,0.785535656,-0.098098044,0.080914869,-1.341622475,0.179718435,NA
Cavin2,5.194016626,-0.098088539,0.155128631,-0.962252296,0.335922885,0.628273531
Tmem184a,1.278901776,-0.098071624,0.100814174,-1.21773793,0.223323578,NA
Upk1a,4.223899659,-0.098031057,0.175900229,-0.554299595,0.579373827,0.81365163
9330198I05Rik,0.796895565,-0.097906955,0.08194011,-0.819909749,0.412267559,NA
Saxo2,3.693340433,-0.09790604,0.16997746,-0.559919137,0.575534595,0.810884622
Akr1b10,557.555977,-0.097833406,0.071858474,-1.361031753,0.173503655,0.431752232
Thtpa,61.53003705,-0.097801253,0.173372375,-0.564279136,0.572564178,0.809497858
Cnpy4,265.4073402,-0.097793799,0.098726409,-0.989531737,0.32240305,0.614019501
2510046G10Rik,4.432156361,-0.09777863,0.170205832,-0.495489624,0.620254544,0.838174797
Ccdc63,2.321931041,-0.097774644,0.144966163,-0.758380069,0.448223486,NA
Nop2,1250.740934,-0.097706138,0.054388382,-1.796959912,0.072341984,0.246045092
Gm37986,1.597930064,-0.097681059,0.121475675,-0.820252528,0.412072163,NA
Rab11fip2,111.1995451,-0.097663672,0.145669263,-0.670422197,0.502588689,0.762435924
Clec4d,9901.252837,-0.097593965,0.036878813,-2.646415468,0.008134983,0.048256602
Lmtk2,269.5180601,-0.097570605,0.100701947,-0.969652363,0.332219803,0.624028778
Tmem156,83.89564067,-0.097542779,0.159451979,-0.610091682,0.541801076,0.788212305
Chrna9,1.151500913,-0.097488004,0.096146611,-1.201106844,0.229709759,NA
Strip1,1045.400399,-0.09748685,0.056418813,-1.727923375,0.084001963,0.272655738
Npepl1,1627.882867,-0.09744195,0.044689657,-2.180304488,0.029234899,0.128551572
Gm7478,1.35809532,-0.097439667,0.103626584,-0.802100111,0.422495051,NA
Snrnp48,346.012323,-0.097411687,0.096577319,-1.008579529,0.313176329,0.604654789
1700007L15Rik,20.21203549,-0.097391197,0.213174263,-0.449808664,0.65284841,0.854703342
Tep1,2097.162741,-0.097384917,0.056557011,-1.721753627,0.085114158,0.274340937
Myh3,9.590924531,-0.097372461,0.20923728,-0.449691412,0.652932965,0.854703342
Atmin,596.2803518,-0.09731664,0.073925897,-1.316058552,0.188154391,0.452507244
Gm10327,5.916266685,-0.09729621,0.188587565,-0.550292363,0.582118861,0.815107856
Wdfy2,1652.117314,-0.097292595,0.047957165,-2.028802555,0.042478405,0.168731921
Ccdc142os,3.242297023,-0.097287017,0.156547277,-0.567773681,0.570188653,0.808232552
Gm7908,1.485215146,-0.097281407,0.120369798,-0.794941166,0.426647727,NA
Lyn,2690.329178,-0.097209081,0.043943216,-2.212005613,0.026966277,0.121740593
1700027A15Rik,3.091570913,-0.097207212,0.160528342,-0.539672708,0.589422765,0.820397635
Larp7,383.4417811,-0.097200009,0.092718218,-1.048570596,0.294375795,0.584139216
Gm10355,8.386551711,-0.09717643,0.203525868,-0.457031527,0.647648385,0.852540944
Gm9824,316.5549242,-0.097165919,0.205631469,-0.490163018,0.624018548,0.83969167
Gm22362,1.158295209,-0.097156953,0.100642559,-0.727028484,0.467208507,NA
Amn,1.282344765,-0.09712454,0.115439237,-0.665291539,0.505864041,NA
Syt3,2.473510272,-0.097117711,0.145034274,-0.860547332,0.389487404,NA
BC106179,3.85857641,-0.09710539,0.168661027,-0.696476563,0.48613043,0.750738369
2210016F16Rik,842.6977615,-0.097079326,0.062057796,-1.56476483,0.117638061,0.338884148
Slc38a7,2065.875194,-0.097060516,0.044187672,-2.196979368,0.02802192,0.125175436
Gm43982,2.451130251,-0.097027705,0.145084126,-0.574256082,0.565794524,NA
Gm11914,9.275919374,-0.09702035,0.207692345,-0.452205098,0.651121236,0.854489021
Dcp1a,562.9050851,-0.096997273,0.069907001,-1.387876466,0.165174665,0.419303528
Angptl6,27.43165378,-0.096975703,0.20628264,-0.469289412,0.638862782,0.846726712
Bub1b,182.9418044,-0.096931618,0.123395167,-0.783005968,0.433623607,0.711751465
Ctc1,429.9140336,-0.096897271,0.092225566,-1.050047518,0.293696266,0.583307392
Zfp212,176.8355136,-0.096891869,0.117532873,-0.822757803,0.410645737,0.692491104
Pdyn,0.760976796,-0.096881289,0.079664084,-1.329188596,0.183785756,NA
6820431F20Rik,93.67473083,-0.09686214,0.1532075,-0.632577778,0.527009403,0.77932996
Pdcd1lg2,3.437900111,-0.096848119,0.158861922,-0.822496513,0.41079437,0.69259845
Spata2,662.1652664,-0.096841305,0.073722569,-1.313585418,0.188985759,0.453492745
1110003F10Rik,3.431755746,-0.096769318,0.162930538,-0.58063052,0.561489498,0.801808395
Uspl1,497.2530575,-0.096756391,0.074926468,-1.291994835,0.196358933,0.462754705
9230114K14Rik,25.76586572,-0.096756136,0.203692686,-0.474146176,0.635395673,0.845046915
Adamts16,1.317026943,-0.096747314,0.105021958,-0.764740981,0.444425798,NA
Gm37111,2.503093161,-0.096731965,0.142937588,-0.601282565,0.5476518,NA
Taf9,2.351987501,-0.096705313,0.14297139,-0.607817241,0.543308693,NA
Uimc1,431.167173,-0.096693498,0.082253799,-1.17540779,0.239831608,0.520328493
Vwa3a,2.21463256,-0.096678034,0.111608812,-1.777777533,0.0754404,NA
Arl10,348.2499604,-0.096674102,0.093047346,-1.038035917,0.299253334,0.589698649
Tcam1,13.04552594,-0.096673976,0.21342793,-0.435536832,0.66317281,0.858784581
Cenpt,234.2123608,-0.096619099,0.102279557,-0.9442318,0.345051208,0.638043431
Lrrc18,1.002077866,-0.096548926,0.100105339,-1.350450557,0.176871503,NA
Myo3b,2.794310424,-0.096490194,0.148948804,-0.541246404,0.588337757,0.819760769
Gm8129,106.3854577,-0.096398784,0.163592084,-0.588813086,0.555986667,0.798473064
Prdm4,476.3121627,-0.096332895,0.080578237,-1.194951516,0.232105974,0.510987841
Palmd,2.247089981,-0.096293152,0.121182048,-1.333127149,0.182490081,NA
K230010J24Rik,8.061396133,-0.096243366,0.202658806,-0.443945125,0.657082259,0.855824061
Tor1b,757.5689974,-0.096182545,0.061541225,-1.562496014,0.118171184,0.339934401
Gm4811,3.512384151,-0.096137403,0.161798464,-0.58794301,0.556570546,0.798742841
Foxo6,6.612640218,-0.096134262,0.194632913,-0.507356391,0.611904778,0.833171611
Mycbpap,9.980467346,-0.096121515,0.203895406,-0.546259113,0.584887838,0.817495258
Smad2,722.4877259,-0.096108494,0.066529265,-1.444407972,0.14862425,0.392287301
Zbtb25,100.5535668,-0.096100842,0.15383749,-0.624322783,0.532415624,0.782389866
Usp35,255.8623873,-0.096084071,0.102333012,-0.938540563,0.347966682,0.640771788
Dbnl,2513.843771,-0.096060129,0.043810012,-2.192833506,0.028319377,0.126050523
Gm11953,1.885414389,-0.096037047,0.129491675,-0.75372291,0.451015622,NA
Hif1a,2348.533913,-0.096033091,0.043292728,-2.218710479,0.026506428,0.120220448
Gm42672,2.293674209,-0.095999882,0.13936757,-0.773663175,0.439130002,NA
Gm16576,14.88116568,-0.09594056,0.212595783,-0.481414121,0.630222202,0.843100508
Hoxb4,30.15633928,-0.09593766,0.200478657,-0.478310173,0.632429457,0.843954122
Zfp639,390.9699215,-0.095927543,0.084101185,-1.14106684,0.253842109,0.5382686
Gm16536,76.17216969,-0.095915938,0.165438979,-0.575437934,0.564995155,0.804706766
Gm45591,0.990254525,-0.095910306,0.099274813,-0.731464695,0.464495361,NA
2700038G22Rik,21.51502807,-0.095866198,0.209583618,-0.449717834,0.65291391,0.854703342
Atg14,234.1393842,-0.095816748,0.105395211,-0.90841168,0.363660757,0.653414957
Myl6b,30.81855943,-0.095754859,0.202571411,-0.470472872,0.638017212,0.846440364
Entpd1,1576.875487,-0.095752458,0.047787659,-2.003394281,0.045134985,0.176503388
Nono,3215.169831,-0.09570722,0.033298161,-2.874084496,0.004052005,0.027470213
Lyrm7,15.70505446,-0.095698415,0.213964224,-0.428307451,0.668427295,0.861083784
Med25,1163.829323,-0.095672736,0.056439743,-1.695159814,0.090045108,0.284153729
Sema3f,5.624329975,-0.095667385,0.176251036,-0.588323357,0.556315271,0.798659336
1500002F19Rik,1.4654236,-0.095548864,0.116032399,-1.153813627,0.248576586,NA
Sbno2,3339.185924,-0.095529867,0.034165659,-2.796015703,0.005173689,0.033511628
Tbx18,0.875878948,-0.095528902,0.094996788,-1.309062163,0.190513295,NA
H1f0,973.7511957,-0.09549268,0.059345051,-1.607464275,0.10795256,0.320717098
Six4,3.704989771,-0.09548606,0.164381418,-0.650048661,0.51566079,0.772065018
Gm5963,3.100406611,-0.095452615,0.146629135,-0.641996273,0.520875603,0.774806661
Pcdhb21,2.267964963,-0.09543759,0.13890975,-0.976843429,0.328646672,NA
Gnl1,1112.777086,-0.095399147,0.054750077,-1.742176451,0.081477573,0.267327025
Zc2hc1c,6.873453604,-0.095362937,0.191126737,-0.488357935,0.625296332,0.840692968
Tbp,268.6342798,-0.095349293,0.106921616,-0.891531875,0.372643899,0.660363461
Gm47381,10.12759497,-0.09533231,0.20041087,-0.520165038,0.602948551,0.828330044
Gm20457,16.71236828,-0.09527598,0.213790926,-0.445582788,0.655898646,0.855739036
Hist1h2ab,1.977449595,-0.095264049,0.129784752,-1.501371421,0.133259521,NA
Gm9790,17.41615418,-0.095208217,0.213787163,-0.456549141,0.647995142,0.852666907
St3gal6,22.87782126,-0.095150971,0.214015089,-0.480348128,0.630979872,0.843266762
Card10,3.696513276,-0.095134512,0.160749444,-0.602482762,0.546852835,0.792155444
Timmdc1,276.1693879,-0.095083081,0.096532998,-0.985481089,0.324387816,0.615836853
Rpl35a-ps6,1.262487204,-0.095069157,0.109447974,-1.129960121,0.258493029,NA
Dgke,301.0856863,-0.095067461,0.099463642,-0.956732325,0.338702378,0.63167909
Gm14305,63.05910718,-0.09506106,0.174698624,-0.544613,0.586019712,0.81808514
Dpyd,1.683818222,-0.095015464,0.124538847,-0.93202585,0.351323167,NA
Antxr2,1336.694048,-0.094970805,0.049080841,-1.93472354,0.05302423,0.1979514
Rrbp1,9209.777567,-0.094948396,0.035961327,-2.640381265,0.008281281,0.048944491
Rnft2,55.88849044,-0.094944997,0.178178832,-0.532118818,0.594643705,0.823217781
Cog1,792.9011252,-0.094788173,0.06209859,-1.526390234,0.126912708,0.355697108
4833445I07Rik,20.02744671,-0.094707936,0.211354388,-0.448685539,0.653658518,0.854959484
Casc1,3.734790164,-0.094686974,0.16464775,-0.554935882,0.578938517,0.81342641
Wwp2,1700.066602,-0.094662022,0.045732049,-2.069749535,0.038475805,0.157047083
4933431E20Rik,36.54731325,-0.094643668,0.198212787,-0.476870094,0.633454629,0.844213617
Gm37902,6.003409617,-0.094611168,0.180960567,-0.502114204,0.615587189,0.835313294
Btbd16,4.538249224,-0.09457346,0.176017184,-0.472357772,0.63667144,0.84543922
Ddx56,740.6881672,-0.094567766,0.063600965,-1.487496948,0.136883609,0.372448065
Ryr2,1.884611369,-0.094557602,0.131522315,-0.597428385,0.550221407,NA
A230072E10Rik,0.820702891,-0.09453815,0.092055725,-1.289780007,0.197127051,NA
Set,4544.615217,-0.09451285,0.030544896,-3.094412939,0.001972028,0.01520969
Bloc1s2,285.850581,-0.094472808,0.091757823,-1.030012754,0.303004018,0.593177607
Oaz2,276.2737644,-0.09447226,0.103451902,-0.910197988,0.362718105,0.653063819
Vipr2,1.673237507,-0.094471713,0.123480212,-0.652796216,0.513887663,NA
Gm42658,9.073513623,-0.094463857,0.206197433,-0.437632111,0.66165299,0.857911372
Zfp707,83.46966832,-0.094391119,0.150950707,-0.62577834,0.531460341,0.781921976
Hgh1,195.8498107,-0.094383529,0.111375482,-0.848640498,0.396081365,0.682118991
Gm5481,3.084181624,-0.094369453,0.154312026,-0.877977469,0.379955946,0.667456635
Tmem203,131.3112642,-0.09434493,0.132492983,-0.712177964,0.47635458,0.743699705
Slc31a2,1491.89346,-0.094319599,0.052653133,-1.791986212,0.073135175,0.247542698
Gm12669,15.42435005,-0.094291496,0.21393918,-0.439958797,0.65996695,0.857334203
Zfp217,511.4220856,-0.094227472,0.082717106,-1.137526398,0.255318296,0.54034112
Dgkg,1.925089803,-0.094219579,0.126915882,-1.487178427,0.136967692,NA
Fam107a,19.71813998,-0.094209126,0.213538096,-0.394254581,0.693393092,0.873986215
Synpo2,3.063428229,-0.094196929,0.150278104,-0.685588274,0.492972778,0.755950938
4930426L09Rik,3.417300449,-0.094188538,0.164080689,-0.584733508,0.55872692,0.799991083
Bche,1.143942668,-0.094162451,0.102994255,-1.365681209,0.172039045,NA
Med27,141.1736136,-0.094149267,0.128019825,-0.735997047,0.461732495,0.733484558
Hmgn2-ps1,40.49253301,-0.094089403,0.195513453,-0.478977418,0.631954694,0.843669451
Derl3,3.491208899,-0.094023746,0.167331751,-0.553673565,0.57980227,0.813740196
Gm25612,1.046124178,-0.094007699,0.101088757,-1.074532218,0.282584213,NA
Gm17334,2.383727978,-0.093996865,0.141153394,-0.84460435,0.39833178,NA
Kmt5c,561.9857407,-0.093975188,0.085168317,-1.09797244,0.272216524,0.560946821
Gm26513,0.772155887,-0.093954589,0.087649829,-0.691090706,0.489508541,NA
C030010L15Rik,1.938469868,-0.093917636,0.119203161,-0.860824401,0.389334764,NA
Med9,428.1883175,-0.093902995,0.089088898,-1.054086322,0.291843398,0.581994943
Tspan8,5.125924293,-0.093824614,0.175153323,-0.771702329,0.440290751,0.717668374
Gm31848,1.622081748,-0.093820597,0.123790382,-0.532956344,0.594063801,NA
Ing1,287.2297404,-0.093773097,0.101028908,-0.926378463,0.354249333,0.645635715
Gm7299,0.830118438,-0.093711303,0.091991834,-1.286663699,0.198211531,NA
Cpsf4l,8.480802734,-0.0937088,0.19994931,-0.47638805,0.633797947,0.844213617
Gm45235,4.750941972,-0.093674292,0.181728594,-0.538537506,0.590206019,0.820938515
Tnfrsf25,0.806014395,-0.093658578,0.079139097,-1.326303437,0.184739209,NA
Tbcc,334.1761245,-0.093650198,0.093108862,-1.005921746,0.314453215,0.606322015
Ggta1,3339.916873,-0.093605283,0.03587091,-2.609864383,0.009057812,0.052590069
Gm14681,131.3238396,-0.093574092,0.15151833,-0.61789577,0.536644048,0.784657685
Klf7,304.4912862,-0.09356447,0.09861053,-0.950254001,0.341983206,0.634825128
2810405F17Rik,8.301559437,-0.0935351,0.197212213,-0.478869616,0.632031387,0.84370203
Gm5912,1.459833539,-0.093523047,0.116888411,-0.68784563,0.491549998,NA
C430014B12Rik,1.219981217,-0.093495908,0.097889901,-0.890555998,0.373167414,NA
Gm9574,1.495694675,-0.093490299,0.116517564,-1.1476735,0.251103375,NA
Fkbp7,13.33154592,-0.093485234,0.212332285,-0.438958312,0.660691743,0.857554603
Scn1a,1.03388071,-0.093478872,0.101459005,-0.844079285,0.398625102,NA
Mrpl23-ps1,28.84038109,-0.09342324,0.208526975,-0.44736657,0.654610409,0.855308404
Gm17160,1.822264331,-0.093391739,0.129834186,-0.644695874,0.519124291,NA
Rsg1,7.329549718,-0.093382905,0.196992865,-0.47266076,0.636455226,0.84543922
Wbp11,1290.379403,-0.093373575,0.049188166,-1.898213784,0.057667926,0.210038822
Gm12316,2.345405574,-0.09333611,0.130337375,-0.889445397,0.373763757,NA
Gm29050,2.32517582,-0.093335338,0.138826543,-0.757410227,0.448804131,NA
A230057D06Rik,2.599531982,-0.093334429,0.14497321,-0.855601381,0.392218306,NA
Brd2,4633.613259,-0.093320503,0.031469197,-2.965553869,0.003021384,0.021532701
A530013C23Rik,15.13656944,-0.093243564,0.213991869,-0.435857324,0.66294025,0.858677124
Syn2,11.82693519,-0.093220383,0.209365945,-0.448567965,0.653743347,0.855001127
Trim7,14.89918242,-0.093217533,0.21361684,-0.44508073,0.656261414,0.855824061
Gm13283,1.494106193,-0.093216718,0.115728039,-0.913367392,0.361049349,NA
Gm47441,1.621958022,-0.093193793,0.109379613,-1.270530898,0.203895584,NA
Spidr,285.4697086,-0.093188521,0.093713091,-0.995088947,0.319693006,0.611891655
Gm12168,4.677001661,-0.093170176,0.180192826,-0.448832576,0.653552437,0.854959346
Pcsk4,18.69998691,-0.093164569,0.213182495,-0.437508947,0.661742289,0.857911372
Surf6,511.2739523,-0.093151712,0.073130153,-1.274276454,0.202565458,0.471153765
Gm4724,1.456735503,-0.093138411,0.116025115,-0.785808681,0.43197958,NA
Rfc5,234.9086925,-0.093093664,0.117270063,-0.79251587,0.428059942,0.707223752
Gm28901,35.22353778,-0.093083875,0.200544048,-0.4643085,0.642426735,0.848888469
St7,249.9367738,-0.093036133,0.119548804,-0.777243219,0.437015288,0.714800494
Cdc42ep2,56.20485761,-0.092991624,0.182359945,-0.510131998,0.609958989,0.831990739
4930512J16Rik,4.969433079,-0.09298015,0.188413111,-0.424820256,0.67096771,0.862778878
A830052D11Rik,1.863643717,-0.092965505,0.136414513,-0.523249529,0.600800618,NA
Cmah,1.509279839,-0.092944956,0.115370826,-0.805358609,0.42061277,NA
Gm6125,1.077542751,-0.092939721,0.104217088,-1.107517608,0.268070204,NA
Snap25,12.86355113,-0.092908895,0.212253673,-0.4175258,0.676293857,0.865413703
Afp,139.3618657,-0.092906465,0.131643274,-0.706230539,0.480044782,0.746700333
Dalrd3,487.8006526,-0.092873674,0.080022163,-1.160778445,0.245732011,0.527455899
C2cd4a,0.832450683,-0.092858164,0.091217624,-1.014507296,0.31034075,NA
Angptl2,529.7334516,-0.092851851,0.087172501,-1.063754237,0.287440048,0.578182231
Ruvbl2,610.1278951,-0.092811884,0.064784541,-1.433182162,0.151805786,0.397950667
Lrrc8d,2621.744124,-0.092793773,0.036528856,-2.541023409,0.011052852,0.061601991
3-Mar,109.4384278,-0.092753477,0.150448492,-0.615834805,0.538003554,0.785637059
Gm16216,1.111007146,-0.092750291,0.093649932,-0.886798422,0.375187438,NA
Dgcr2,577.8529952,-0.092745234,0.073347585,-1.263768004,0.206313309,0.476386795
Ermn,7.566149324,-0.092738034,0.203544707,-0.445427162,0.656011087,0.855816533
Cyp1a1,94.93917296,-0.092673992,0.151798381,-0.611116463,0.541122482,0.787997405
AI463229,0.960094379,-0.092638821,0.096803844,-1.321247646,0.186418804,NA
B3galt1,7.405050323,-0.092589619,0.187800218,-0.57500068,0.565290837,0.804998731
Ptrhd1,75.11438881,-0.092577002,0.164523768,-0.561078047,0.574744333,0.810505255
Mapk12,1.828311652,-0.092537714,0.130572664,-0.634261818,0.52590997,NA
Gm26810,1.206984283,-0.092519467,0.095537464,-1.472401283,0.140912547,NA
Draxin,2.565853551,-0.092484472,0.144517839,-0.839173911,0.401371725,NA
Smad7,500.4110824,-0.092481826,0.079613749,-1.16137173,0.24549076,0.527148446
AC110534.5,156.0448091,-0.092472606,0.137335345,-0.671596537,0.501840584,0.761874089
Clasp2,689.0027448,-0.092436036,0.066808111,-1.382683043,0.166762074,0.421939165
Vrk1,224.4069743,-0.092435286,0.110100694,-0.838763499,0.401602037,0.686247535
Slc41a1,222.3172312,-0.092317135,0.110342193,-0.836721705,0.402749016,0.686663853
Prr33,7.490658037,-0.092238894,0.198814159,-0.513200826,0.607810848,0.830929451
Trim43c,2.441348328,-0.092143874,0.141992749,-0.632975531,0.526749622,NA
Gm4262,35.55431523,-0.092143493,0.197226804,-0.466346816,0.640967273,0.84794021
Gm4864,0.848393009,-0.092107583,0.080932985,-1.04426951,0.296360715,NA
Psmg1,253.1698788,-0.092010036,0.101813969,-0.904289341,0.365841997,0.654952788
Elavl2,5.519561348,-0.092007725,0.17516795,-0.483589178,0.628677456,0.842183869
Elof1,679.3345314,-0.091935573,0.069236198,-1.328004417,0.184176648,0.447072395
Ppil6,1.426996014,-0.091918806,0.115046358,-0.886161073,0.375530737,NA
Pkd2l1,1.09187658,-0.091909067,0.103851215,-0.837258964,0.40244702,NA
Gm7879,20.60285395,-0.091885341,0.213834492,-0.431243271,0.666291494,0.860599845
Zfp64,362.4696876,-0.091799837,0.092174161,-0.996261548,0.319123081,0.611308431
Galt,236.0282449,-0.09175809,0.110398978,-0.831552402,0.405661638,0.688763938
Stn1,124.3768773,-0.091712331,0.136317651,-0.672010164,0.501577226,0.761842284
Lpar4,1.318909194,-0.09168414,0.111708233,-1.140009377,0.254282395,NA
Aars2,264.6354406,-0.091676667,0.097097288,-0.945157043,0.344578706,0.637824559
Gm20531,1.354888843,-0.09166648,0.114582538,-0.731648768,0.464382974,NA
Gm3693,0.945251983,-0.091664311,0.097248063,-1.057996099,0.290057221,NA
Gm5564,2.83834775,-0.091635585,0.140813001,-0.62066045,0.534823057,0.784013191
Fitm2,133.2945984,-0.091617816,0.126448949,-0.725920884,0.467887273,0.738096861
Satb2,82.44759612,-0.091576348,0.156783046,-0.584444473,0.558921313,0.799991083
1700016A09Rik,12.61582353,-0.091570366,0.207926146,-0.444734147,0.656511889,0.855824061
9530077C05Rik,3.302687458,-0.091499647,0.156697744,-0.587430332,0.556914728,0.798952532
Kmt2e,988.9158349,-0.091497037,0.057442004,-1.592257101,0.111326948,0.327068518
Usp53,62.009005,-0.091488268,0.181111778,-0.505162593,0.613444641,0.834212329
Sh3tc2,1.121045732,-0.091475914,0.104221546,-1.095290991,0.273389173,NA
Gm12981,0.682280314,-0.091465876,0.073248272,-1.237602981,0.215863309,NA
Gm17173,0.872168857,-0.091455044,0.081741639,-1.050694552,0.293398899,NA
Dek,953.8083793,-0.091429527,0.063827226,-1.431769913,0.152209681,0.398458518
Tet2,477.3607329,-0.091427135,0.082421516,-1.108748687,0.267538612,0.554406904
Gm11766,3.564707809,-0.091382645,0.160624443,-0.467216192,0.64034521,0.847691396
Wdr27,6.359773256,-0.09136212,0.187951522,-0.495614054,0.620166735,0.838174797
Cars,687.8702942,-0.091304772,0.07700683,-1.185567084,0.235793308,0.515518296
Cabyr,15.01478142,-0.091243907,0.214006131,-0.422581763,0.672600435,0.863877177
Vdac3-ps1,255.0206642,-0.091213706,0.111392461,-0.818672621,0.412973222,0.694562397
Phldb3,83.62019686,-0.091185912,0.161531371,-0.563262326,0.573256268,0.809937818
Gm16386,3.301930195,-0.091184203,0.154337959,-0.726965161,0.467247298,0.737807545
Gm20604,34.53210129,-0.091168274,0.198855882,-0.45821876,0.646795284,0.852008098
1600020E01Rik,48.30038539,-0.091166239,0.193394512,-0.47103223,0.637617719,0.84611908
4930597O21Rik,1.990985493,-0.091157687,0.133204976,-0.707478763,0.479269006,NA
Ddx39,1382.509626,-0.091131738,0.050523993,-1.804331241,0.071179395,0.243373499
4933412E12Rik,42.97949923,-0.091118167,0.192336187,-0.472806905,0.636350947,0.84543922
Gm20658,22.54982877,-0.091073032,0.213546896,-0.432401339,0.665449745,0.860132311
Cep97,57.97121073,-0.09105621,0.171492731,-0.530874573,0.595505699,0.823984603
Ncoa3,1771.231925,-0.091053075,0.049974948,-1.821658357,0.06850684,0.237303106
Cacna1d,513.4626456,-0.091051312,0.08729479,-1.041950867,0.297434459,0.587333863
Tubgcp4,397.5629027,-0.091041049,0.094989709,-0.958182362,0.33797081,0.630911941
Urb1,258.8230275,-0.090988866,0.10550556,-0.863432284,0.387899836,0.674290438
Serpinb8,722.0328832,-0.090983916,0.065424383,-1.391222056,0.164158101,0.417757912
Tmem200c,1.429330871,-0.090977122,0.112627036,-1.411184944,0.158190088,NA
Itgb3bp,17.36241219,-0.090973856,0.213968081,-0.418567014,0.675532601,0.865089016
Noc2l,2238.564679,-0.09093711,0.041636703,-2.184445781,0.028929507,0.127873996
Phf7,84.12588613,-0.090930705,0.159446822,-0.57023165,0.568520592,0.806992149
Gm43965,0.714255611,-0.090904481,0.085256162,-0.985763987,0.324248942,NA
Mir27a,3.180409224,-0.090898294,0.147414833,-0.748528789,0.454141267,0.728528333
Tbrg4,1132.158646,-0.09087006,0.053300978,-1.705507071,0.088099895,0.280539135
Mfsd10,728.2412709,-0.090818254,0.069896904,-1.299140113,0.193895849,0.459356188
Fv1,15.20505418,-0.090807042,0.21379421,-0.438317207,0.661156354,0.857739781
Eogt,318.0460137,-0.090790294,0.097526321,-0.930862073,0.351924916,0.643937345
Ctdspl2,270.0061344,-0.090776356,0.101714728,-0.891598393,0.372608232,0.660363461
Dynlt1f,81.82999939,-0.090731016,0.157153278,-0.57778549,0.563408953,0.803482698
E230015B07Rik,1.133820486,-0.090687684,0.092028797,-1.144901223,0.252250077,NA
Pdzd7,4.960857065,-0.09067664,0.176162648,-0.622626842,0.533529768,0.783228341
Kcna4,1.152848949,-0.090668224,0.104662546,-1.103871167,0.269649028,NA
Gm15148,1.027216669,-0.090662864,0.100182805,-1.08425609,0.278251269,NA
Pik3r6,378.6193631,-0.090633119,0.090879541,-0.993936735,0.320253669,0.612549599
Gm2260,26.90221393,-0.090589278,0.142953477,-1.386130354,0.165707103,0.420390583
Baz1b,2095.664695,-0.090579952,0.049486648,-1.830640057,0.067154286,0.234176442
Safb2,2312.224788,-0.090567141,0.043835452,-2.066000554,0.038828427,0.158126369
Nvl,610.3125199,-0.090560539,0.072237524,-1.254191965,0.20977224,0.480300005
Mir5619,0.771535055,-0.090516998,0.076791063,-0.815208747,0.414952832,NA
Olfr756-ps1,0.711413355,-0.090487176,0.074038773,-0.97841553,0.32786885,NA
Nmnat2,8.735069684,-0.090447619,0.204943124,-0.458011671,0.646944057,0.852048188
