X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_F
Cxcl1,30.01766253,1.042663102,0.20033318,4.86014107,1.17E-06,5.84E-05,Cxcl1
Lox,147.5195956,0.860113775,0.140339012,6.036983113,1.57E-09,1.37E-07,Lox
Peg10,46.25825608,0.797742076,0.199503245,3.989914307,6.61E-05,0.00195076,Peg10
Camk2b,35.6057738,0.744586689,0.20464963,3.84332616,0.000121378,0.003245994,Camk2b
Il1r1,49.38728303,0.713379753,0.192035907,3.700851673,0.000214877,0.005224024,Il1r1
Dnajb13,114.6827063,0.682674999,0.149082277,4.640744192,3.47E-06,0.000154208,Dnajb13
Gm14322,19.96218779,0.679114163,0.213873987,2.989969446,0.002790054,0.041033515,Gm14322
Fbln7,5.5900858,0.640674114,0.189494966,2.814907488,0.004879128,NA,Fbln7
Esr1,9.556811609,0.63709112,0.202899496,3.520542261,0.000430665,NA,Esr1
Vangl1,127.4484636,0.63488351,0.137346934,4.614010492,3.95E-06,0.000171381,Vangl1
Pbx1,158.4268817,0.632286671,0.125319265,5.034643078,4.79E-07,2.57E-05,Pbx1
Cacna1b,13.36856026,0.62526208,0.212403261,3.242446884,0.00118508,0.021157075,Cacna1b
2810455O05Rik,7.796814165,0.624367392,0.20441278,3.08997469,0.002001736,NA,2810455O05Rik
Gm47445,2.99211328,0.617608089,0.153562328,2.592845535,0.009518551,NA,Gm47445
D7Ertd128e,6.413143491,0.614731614,0.197784747,2.723871967,0.006452151,NA,D7Ertd128e
Gypc,14.21084951,0.614715937,0.210691149,2.921494689,0.003483562,0.048614056,Gypc
Yes1,96.38611087,0.612301475,0.157800493,3.870757671,0.000108498,0.002961985,Yes1
Hmga2,40.70757462,0.611884873,0.201491545,3.063418137,0.002188241,0.03423968,Hmga2
Rhoj,151.8261174,0.609051389,0.126563786,4.82022649,1.43E-06,6.93E-05,Rhoj
Epha5,14.00794501,0.59424112,0.211938462,3.235256198,0.001215336,0.021579629,Epha5
Gm14548,16.68207225,0.592922595,0.213103856,2.524934628,0.011571981,0.114878215,Gm14548
Tpm2,80.72718366,0.588512589,0.162886187,3.598837766,0.000319643,0.007374288,Tpm2
Gm10925,326.933393,0.586309876,0.149343025,3.928660066,8.54E-05,0.002412392,Gm10925
Plagl1,7.658377454,0.585896164,0.192431574,2.974974086,0.002930133,NA,Plagl1
Fzd4,73.18893911,0.583333934,0.182539145,3.250272067,0.001152946,0.020759447,Fzd4
Tox2,17.33470956,0.578713057,0.213713079,2.813407596,0.004901947,0.062480784,Tox2
Gm4924,36.89566472,0.57819245,0.192146549,2.975707313,0.002923137,0.042466505,Gm4924
Rnf208,8.726689436,0.576185039,0.197821417,2.838365111,0.004534528,NA,Rnf208
Slc39a12,13.33361819,0.575786251,0.20661093,2.754199272,0.005883593,0.071777089,Slc39a12
Stbd1,54.74932279,0.575164464,0.175241019,3.249286237,0.00115695,0.020796533,Stbd1
Pde8b,118.6780175,0.572827079,0.132635819,4.315599237,1.59E-05,0.000565249,Pde8b
Gm31105,6.415497295,0.5710801,0.195942712,2.828191719,0.004681176,NA,Gm31105
Slc6a17,27.65754325,0.568668707,0.197685991,2.602986444,0.009241561,0.098735315,Slc6a17
Fermt2,70.87023897,0.564044964,0.171568566,3.287531731,0.001010698,0.018627548,Fermt2
Mansc1,10.32584985,0.563075312,0.209283513,2.55678161,0.010564552,NA,Mansc1
Mkx,7.165289773,0.560010089,0.192461442,2.53544968,0.011230306,NA,Mkx
Ak1,229.8254718,0.558983614,0.110866158,5.029747065,4.91E-07,2.62E-05,Ak1
Gm7392,13.13668071,0.558876703,0.213528974,2.519185146,0.011762679,0.115980543,Gm7392
F3,175.1085343,0.550364094,0.118633572,4.632726734,3.61E-06,0.000158691,F3
Gm14636,29.36301535,0.547734456,0.204002118,2.70335676,0.006864303,0.079884389,Gm14636
Gm28437,320.5629493,0.544486472,0.186239365,2.940257792,0.003279393,0.046257442,Gm28437
Gm49368,6.842612039,0.543700852,0.199531174,2.637464749,0.008352831,NA,Gm49368
Gm16576,14.88116568,0.53820664,0.212431202,2.813119357,0.004906344,0.062480784,Gm16576
Cfap74,14.45186248,0.52604472,0.213661882,2.476383708,0.013272085,0.126229782,Cfap74
Zfp462,46.2330456,0.525478978,0.189617904,2.816367572,0.004857006,0.062033342,Zfp462
B230303O12Rik,6.179263631,0.52345085,0.187630283,3.059048486,0.002220412,NA,B230303O12Rik
Otx1,11.30326783,0.52072039,0.205697773,2.560869604,0.010441054,0.107525613,Otx1
Rlbp1,11.75904098,0.520151933,0.210595862,2.522631155,0.01164805,0.115284028,Rlbp1
Gm26642,42.51133519,0.519171661,0.189803027,2.683733502,0.007280511,0.083104375,Gm26642
Gm13340,74.66292915,0.514580347,0.181330029,2.823041288,0.004757045,0.061174005,Gm13340
Eml5,30.47586854,0.512897655,0.198962354,2.513306039,0.011960553,0.117187008,Eml5
Wwtr1,42.35694553,0.511824657,0.200854864,2.509432735,0.012092524,0.117726924,Wwtr1
C130083M11Rik,26.01309545,0.511732819,0.208802528,2.500586136,0.012398798,0.119730174,C130083M11Rik
Mt3,111.7245777,0.509325253,0.153615468,3.278858285,0.00104228,0.019102143,Mt3
Igf1os,19.27524574,0.508552817,0.213203441,2.337359578,0.019420495,0.164715966,Igf1os
Rnase2a,7.635198394,0.507021172,0.198545864,2.649820786,0.008053448,NA,Rnase2a
Gm10073,219.5441251,0.506582839,0.166223773,3.037107609,0.002388602,0.036608464,Gm10073
St5,105.2736967,0.500108622,0.155696251,3.207305368,0.001339847,0.023409805,St5
Pisd-ps2,14.44139387,0.498513359,0.212996364,2.317495856,0.020476736,0.170523326,Pisd-ps2
Chst10,70.55458095,0.498055002,0.191970758,2.845680911,0.004431658,0.05784108,Chst10
Dgki,14.32949116,0.497892327,0.213279659,2.604998798,0.009187458,0.09864596,Dgki
Plcd3,23.8796542,0.49579654,0.211566652,2.277872895,0.022734152,0.183554111,Plcd3
Rpl17,1820.313954,0.495745192,0.170718576,2.917573095,0.00352767,0.048968837,Rpl17
Mb21d2,45.40255428,0.495140312,0.190071086,2.64941257,0.008063183,0.08961828,Mb21d2
Gm28439,136.0010351,0.490990144,0.145250381,3.380097514,0.000724601,0.014408458,Gm28439
Akt3,273.8086186,0.490037582,0.10969666,4.493248419,7.01E-06,0.000276861,Akt3
1600010M07Rik,33.39313729,0.487615952,0.205923034,2.443414856,0.014549002,0.133691786,1600010M07Rik
Efna2,7.061011218,0.487541258,0.196898558,2.366860358,0.0179397,NA,Efna2
Gm20342,21.86100116,0.486435019,0.212436372,2.290091678,0.022016003,0.179459286,Gm20342
Tgfb3,13.5972424,0.485959377,0.209175892,2.015668546,0.043834647,0.273937775,Tgfb3
Slc18b1,78.3581932,0.485141114,0.171689489,2.814893865,0.004879335,0.062257838,Slc18b1
Rpsa-ps12,12.67358044,0.4838297,0.207444233,2.345159791,0.019018927,0.162526406,Rpsa-ps12
2900052L18Rik,15.70032986,0.479306521,0.21383024,2.409067825,0.015993325,0.142472153,2900052L18Rik
Cgref1,18.02169095,0.4791501,0.211655185,2.019782955,0.043405906,0.273083596,Cgref1
Erbb4,13.13939721,0.47801721,0.210198765,2.740344671,0.006137478,0.074261789,Erbb4
Gm2011,14.36557125,0.476098138,0.213697932,2.269879779,0.023214878,0.185722423,Gm2011
Mill2,15.7302328,0.475545771,0.213333985,2.10289741,0.035474738,0.244663669,Mill2
Fgfr1,120.8147035,0.473793176,0.151598656,3.111233955,0.001863073,0.030026306,Fgfr1
Gm37033,4.796796558,0.472673831,0.171535456,2.442701934,0.014577772,NA,Gm37033
Mid2,18.05636632,0.47264314,0.213574599,2.04325861,0.041026845,0.265358229,Mid2
Airn,32.81978291,0.4689501,0.195704229,2.322525195,0.020204673,0.169056228,Airn
Ccdc40,18.56184399,0.467036801,0.213776872,2.151873868,0.03140729,0.227885453,Ccdc40
Adra2c,14.49305974,0.466789399,0.213855319,2.091311284,0.036500169,0.248208725,Adra2c
Lyve1,4.446304319,0.465103532,0.164365693,2.094381939,0.03622597,NA,Lyve1
Bsn,49.42322186,0.455869994,0.18923223,2.429978322,0.015099726,0.136742784,Bsn
Tmem163,122.0071895,0.455054628,0.142841457,3.182328353,0.001460961,0.024862897,Tmem163
3830403N18Rik,62.18815658,0.454981974,0.173280104,2.654304684,0.007947203,0.08870541,3830403N18Rik
Slc16a9,13.85184921,0.453098734,0.19738249,2.018777254,0.043510376,0.27324739,Slc16a9
Morc4,14.08724075,0.452050825,0.213534685,2.198261594,0.02793047,0.210587384,Morc4
Mir703,32.87725217,0.450521169,0.209013347,2.109223104,0.034925329,0.24279125,Mir703
Snord89,10.73743533,0.450173257,0.208439988,2.128112694,0.033327741,NA,Snord89
St3gal6,22.87782126,0.44905137,0.213731022,2.513159473,0.011965523,0.117187008,St3gal6
Gm20636,10.7200473,0.448132379,0.208703671,2.165748565,0.030330406,NA,Gm20636
Gm26764,5.81871245,0.448117002,0.184173695,2.378359062,0.017389883,NA,Gm26764
Efcab1,4.218179581,0.447620819,0.153206892,2.815710124,0.004866956,NA,Efcab1
Slc6a15,7.322563442,0.446383207,0.176188297,2.237704771,0.025240314,NA,Slc6a15
Mir142hg,78.66751191,0.445769463,0.164726808,2.691990345,0.0071027,0.08173748,Mir142hg
Hmgb3,54.83704867,0.44572968,0.184216742,2.468357824,0.013573456,0.12765382,Hmgb3
Rps2-ps6,11.7120108,0.445289713,0.212230315,2.034266177,0.041924765,0.267599672,Rps2-ps6
Gpx3,803.5633396,0.442542779,0.184409752,2.408808344,0.0160047,0.142476625,Gpx3
Gm44424,6.029323418,0.438926389,0.195693295,2.131076506,0.03308284,NA,Gm44424
Gm26880,3.918065417,0.438670702,0.173682576,2.540893548,0.011056958,NA,Gm26880
Gm3435,31.24673989,0.438220394,0.213989087,2.051711181,0.040197739,0.263243967,Gm3435
4930557K07Rik,16.71536608,0.436865444,0.213579378,1.983079763,0.047358521,0.28572102,4930557K07Rik
Hmcn2,49.31346384,0.436033497,0.187324197,2.271457895,0.023119273,0.185520487,Hmcn2
Trpc4,114.6456096,0.435743956,0.154894915,2.862153404,0.004207732,0.055638869,Trpc4
B4galnt2,10.79111714,0.435533559,0.204049783,2.081803865,0.037360389,NA,B4galnt2
Trpv4,160.1428125,0.434949497,0.13742886,3.166626686,0.001542182,0.025820584,Trpv4
Pdzd4,14.25199382,0.431657276,0.213740979,2.021409155,0.043237428,0.272407138,Pdzd4
Sorbs3,63.56189943,0.431314486,0.175591539,2.416824095,0.015656581,0.140232828,Sorbs3
Zfp820,10.3612496,0.430834967,0.208433216,2.068787008,0.038566078,NA,Zfp820
Armcx1,5.516173752,0.428764507,0.187513804,2.018378168,0.043551891,NA,Armcx1
Cacna1c,17.39675301,0.428416782,0.213348262,1.961487763,0.049822151,0.29342448,Cacna1c
Zfp354a,37.16574921,0.428093266,0.193501201,2.183703843,0.028984017,0.21585203,Zfp354a
Gm26944,6.194309849,0.428064439,0.192851333,2.178814327,0.029345464,NA,Gm26944
Sema3c,33.46292177,0.428061099,0.194807049,2.124644058,0.033616325,0.236959827,Sema3c
Gm9575,34.05196657,0.426675076,0.200295401,2.096271127,0.036058146,0.2467394,Gm9575
Olfr111,234.0887842,0.426441336,0.113110547,3.773775192,0.000160796,0.004123418,Olfr111
A430106G13Rik,18.42908135,0.425791274,0.213555738,2.017381408,0.043655726,0.273423009,A430106G13Rik
Gm6419,29.16492313,0.425343488,0.201570882,2.068464342,0.03859638,0.256604245,Gm6419
AC113125.1,2.998108613,0.424170571,0.163712181,2.064688641,0.03895247,NA,AC113125.1
Zfp125,45.86021441,0.423835107,0.188512258,2.267422812,0.023364409,0.186573564,Zfp125
Kif21a,39.18670424,0.423571818,0.198625357,2.145230145,0.031934451,0.229431664,Kif21a
Zbtb46,43.43835984,0.423448185,0.193413655,2.199781929,0.027822371,0.210014024,Zbtb46
Gm15536,11.10091266,0.422149038,0.211061023,1.973031418,0.048491983,NA,Gm15536
Rdm1,47.58662834,0.421927286,0.199893683,2.295892379,0.021682036,0.177575872,Rdm1
mt-Tn,80.02481649,0.420618703,0.166064433,2.56926742,0.010191378,0.105906276,mt-Tn
Strbp,88.10391903,0.419110116,0.153512494,2.711293712,0.006702123,0.078510205,Strbp
Fam171a1,71.11682174,0.418514695,0.172443322,2.441730743,0.014617044,0.133851673,Fam171a1
Krt10,26.4436969,0.417883202,0.206654275,2.01837471,0.043552251,0.273320942,Krt10
Map7,22.63124459,0.41762772,0.210526697,1.980991159,0.047592265,0.28620883,Map7
Zfp689,39.93932026,0.417624233,0.193400456,2.111790631,0.034704411,0.24189713,Zfp689
Cdk5r1,62.17930684,0.417357982,0.17147236,2.445982743,0.014445791,0.13340215,Cdk5r1
Arhgap28,7.492147309,0.416784587,0.199215598,2.066222925,0.038807435,NA,Arhgap28
0610009L18Rik,31.25245094,0.416559826,0.202205432,2.082287028,0.03731626,0.251221672,0610009L18Rik
Wdr63,2.517619349,0.416266258,0.137756197,2.75140305,0.005934058,NA,Wdr63
Cavin1,66.54257507,0.416089767,0.176516249,2.345022946,0.019025909,0.162526406,Cavin1
Atn1,107.5368606,0.414981394,0.138874279,2.979115721,0.002890816,0.042043563,Atn1
Dnmt3aos,127.4438101,0.414562453,0.133833415,3.075444075,0.002101893,0.03306508,Dnmt3aos
Zfand1,128.2821147,0.414360653,0.137382516,3.014295846,0.002575765,0.038618792,Zfand1
Magi1,87.85650969,0.413974045,0.155110011,2.664339588,0.007713965,0.086767897,Magi1
Crct1,3.844929226,0.413801903,0.16856881,2.261474577,0.023729885,NA,Crct1
mt-Atp6,338.2418745,0.412431871,0.206851656,2.012472344,0.044170169,0.274727034,mt-Atp6
Tpd52l1,2.979950919,0.411607961,0.138249228,2.851573206,0.004350347,NA,Tpd52l1
Dock9,45.20943012,0.410816769,0.192212818,2.116956657,0.034263526,0.239844685,Dock9
Rasgef1a,50.58391999,0.409540897,0.191935356,2.13117375,0.033074831,0.234403776,Rasgef1a
Gm10443,659.5243087,0.408356357,0.126424249,3.22722879,0.001249955,0.022104462,Gm10443
Kif23,157.496055,0.407795807,0.127552427,3.225819962,0.001256123,0.022183614,Kif23
Myom1,27.99360119,0.406477981,0.212533536,2.125652834,0.033532177,0.236621242,Myom1
mt-Nd3,108.144546,0.40592965,0.141466066,2.863501605,0.004189867,0.055458602,mt-Nd3
Gm48014,4.521213545,0.405712432,0.170560762,1.981772374,0.047504723,NA,Gm48014
Gm44154,6.880344412,0.405467737,0.200284777,2.053971237,0.039978476,NA,Gm44154
4933431E20Rik,36.54731325,0.405364661,0.1984348,2.014665558,0.043939703,0.274053247,4933431E20Rik
Rtl8c,50.51793494,0.403564632,0.19084303,2.138960708,0.032438851,0.231776827,Rtl8c
Gm35585,3.708222993,0.402071583,0.173483717,2.095419088,0.036133754,NA,Gm35585
Dennd3,170.2865032,0.400722611,0.132448045,3.043627021,0.002337447,0.035908453,Dennd3
Mir99ahg,8.207823633,0.400627779,0.202030672,2.053712337,0.040003542,NA,Mir99ahg
Gm12184,93.03544737,0.399481584,0.151712918,2.6261259,0.008636287,0.09432428,Gm12184
Slc12a2,681.3121133,0.39898275,0.143992208,2.766354878,0.005668681,0.069814281,Slc12a2
Gm48604,23.06472899,0.39763817,0.211468232,2.025132787,0.042853731,0.271151759,Gm48604
Gm43088,10.22756803,0.396986362,0.201249643,2.077438692,0.037761088,NA,Gm43088
Col4a5,54.99363496,0.396311958,0.193573928,2.095383644,0.036136902,0.246940173,Col4a5
Cited4,22.74086338,0.395627514,0.211333638,2.012440487,0.044173524,0.274727034,Cited4
A230072C01Rik,11.24654159,0.394009036,0.211282597,1.978536702,0.047868192,0.287077708,A230072C01Rik
Ccdc167,45.50292854,0.392774906,0.181635907,2.151075922,0.031470208,0.228215606,Ccdc167
Sgce,171.0632172,0.391959324,0.121980213,3.215717678,0.001301188,0.022856252,Sgce
Necab2,4.257033542,0.389732403,0.172964738,2.058979444,0.039496208,NA,Necab2
Nrep,123.5092942,0.389638344,0.137016337,2.831814301,0.004628472,0.05999159,Nrep
Gm11520,4.116320254,0.38956484,0.170777085,2.220311216,0.026397649,NA,Gm11520
Ptprn,105.0991161,0.389553142,0.157681107,2.475996852,0.013286475,0.126229782,Ptprn
Rps19-ps7,6.891160514,0.389235665,0.193182869,2.03053169,0.042302523,NA,Rps19-ps7
Gm5873,19.46585485,0.386793084,0.213683036,2.022149087,0.043160952,0.272306749,Gm5873
Gm37768,45.08270835,0.384967945,0.186765353,2.073889721,0.038089554,0.254346179,Gm37768
Zc3h12b,10.89564708,0.384272102,0.209977845,1.986149918,0.04701668,NA,Zc3h12b
Gm15500,921.2930642,0.383813699,0.157963322,2.434234745,0.014923313,0.135658877,Gm15500
Mex3b,30.55265557,0.383524747,0.207243248,1.97302211,0.048493043,0.289105023,Mex3b
Ube2v2,124.7674703,0.382815756,0.138060764,2.770101408,0.005603884,0.069146233,Ube2v2
mt-Co2,585.117564,0.381860224,0.193458715,1.971919664,0.048618778,0.289584264,mt-Co2
Zfp979,3.93591443,0.381484744,0.170737455,2.27072323,0.023163738,NA,Zfp979
Rab11fip4,47.97647284,0.381089831,0.188376796,2.008923624,0.044545234,0.275988124,Rab11fip4
Gm43848,10.45102331,0.380558087,0.209741951,1.987108547,0.046910369,NA,Gm43848
Cfap52,3.980712696,0.380061823,0.143266829,2.348257643,0.018861469,NA,Cfap52
Gm17484,4.658298825,0.376557355,0.181383138,2.192694557,0.028329393,NA,Gm17484
Asrgl1,110.5123291,0.374924399,0.144434284,2.593465341,0.009501412,0.100489505,Asrgl1
Gm2253,1.904802819,0.373077648,0.131982904,2.168174747,0.030145393,NA,Gm2253
Gm13339,2.35781675,0.372518996,0.152760892,2.103752134,0.035400074,NA,Gm13339
Slc5a3,116.1239302,0.371256678,0.141540187,2.611803853,0.009006591,0.097217769,Slc5a3
Gm6450,3.90052797,0.370991585,0.171569469,2.017423135,0.043651375,NA,Gm6450
Gm28050,3.162451107,0.370446844,0.161323638,2.121951298,0.033841828,NA,Gm28050
Kcnj6,6.50336659,0.368809977,0.189581099,2.57458135,0.010036148,NA,Kcnj6
Cyp51,1402.220742,0.367641436,0.085152398,4.425503593,9.62E-06,0.000364132,Cyp51
1700025N21Rik,1.855502404,0.366914729,0.132216426,2.470323182,0.013499104,NA,1700025N21Rik
Gm2999,65.62799818,0.366695665,0.17400014,2.10733609,0.035088457,0.243408757,Gm2999
Xlr,279.5682017,0.365655558,0.111374264,3.286497258,0.001014418,0.018669843,Xlr
Plxna4os2,2.084898641,0.365619003,0.129084425,3.074688028,0.002107228,NA,Plxna4os2
Arl15,145.230692,0.365505345,0.13389168,2.728022685,0.006371523,0.075971276,Arl15
Catsperg1,45.9821326,0.364761498,0.185214429,1.984299369,0.047222477,0.285425891,Catsperg1
Dimt1,111.5447502,0.361445824,0.157490589,2.289785955,0.022033728,0.179459286,Dimt1
Gm16372,5.426390204,0.360993087,0.188018082,2.039079108,0.041442133,NA,Gm16372
Egr1,361.1671719,0.360427031,0.105583647,3.411593383,0.000645844,0.013060396,Egr1
Gm16536,76.17216969,0.360322808,0.159195616,2.26391589,0.023579288,0.187831609,Gm16536
Krba1,92.14860449,0.357728893,0.145448638,2.448882588,0.014330015,0.132800933,Krba1
Gm15590,282.2976605,0.356352143,0.118935715,2.990715611,0.002783246,0.040979383,Gm15590
2310039H08Rik,129.3956717,0.353377444,0.134297113,2.619574039,0.008803966,0.095661003,2310039H08Rik
Lin28b,5.883905101,0.352828647,0.185802341,2.073641793,0.038112591,NA,Lin28b
Il1rn,7536.664745,0.352022131,0.038636291,9.109135603,8.30E-20,2.65E-17,Il1rn
Cubn,2.802524488,0.348808128,0.150962103,2.262017237,0.023696338,NA,Cubn
Gin1,95.80669826,0.346827288,0.159650259,2.158893154,0.030858457,0.225400904,Gin1
Egln3,143.3248722,0.346408698,0.131037016,2.64149066,0.008254208,0.091199954,Egln3
Zc3h11a,156.0311694,0.34428197,0.121439955,2.827955631,0.00468463,0.060539832,Zc3h11a
Gm8129,106.3854577,0.343415938,0.160461172,2.131555928,0.03304337,0.234307533,Gm8129
Sardh,81.50844659,0.339802942,0.175662017,2.008342508,0.044606908,0.275988124,Sardh
Edn1,3.604219777,0.333998915,0.168588554,2.042541517,0.041097846,NA,Edn1
Pin4,208.7581335,0.331799711,0.113692281,2.90902808,0.003625543,0.049904532,Pin4
Mfap3l,174.6813643,0.33174651,0.124057377,2.675928101,0.007452263,0.084622578,Mfap3l
Cybrd1,2.709926312,0.330960861,0.148907978,2.057373908,0.039650273,NA,Cybrd1
Tagap1,150.1377231,0.330097787,0.120479464,2.738671529,0.006168797,0.07436607,Tagap1
Gm26760,3.929608186,0.329492013,0.174305595,2.147891843,0.031722349,NA,Gm26760
5530601H04Rik,85.07728545,0.326855666,0.154466623,2.105672045,0.03523285,0.24350805,5530601H04Rik
Dbpht2,3.528459987,0.326777097,0.166075957,2.004893901,0.044974391,NA,Dbpht2
Tpgs2,239.575217,0.326228374,0.101643689,3.204883578,0.001351171,0.023494711,Tpgs2
Epb41l4aos,109.4813766,0.325492875,0.143280032,2.270323786,0.023187945,0.185722423,Epb41l4aos
Hey1,81.14494816,0.323204535,0.161736592,1.990796183,0.046503299,0.282871455,Hey1
Jph1,2.207699232,0.321344125,0.131202268,2.091768707,0.036459211,NA,Jph1
Trp73,2.707562054,0.321200365,0.131215642,3.078011833,0.002083866,NA,Trp73
Sall3,244.5633273,0.320914781,0.112802016,2.850051441,0.004371216,0.05722319,Sall3
D030028A08Rik,81.11484514,0.320221494,0.160274789,1.990455183,0.046540816,0.282871455,D030028A08Rik
Gm32914,3.246018821,0.318643422,0.151898585,1.981479314,0.047537547,NA,Gm32914
Lzts2,162.3152245,0.316365155,0.13298955,2.379,0.017359676,0.151856605,Lzts2
H3f3aos,2.961968187,0.315228406,0.149411712,2.059181397,0.039476865,NA,H3f3aos
Rnf217,120.015354,0.314532875,0.142084319,2.214991356,0.026760658,0.204831577,Rnf217
Arnt2,212.8073915,0.314357341,0.124801594,2.528814096,0.011444863,0.11423793,Arnt2
Snord65,1.535549261,0.312932482,0.106280018,2.683320541,0.007289509,NA,Snord65
Unc13b,96.25318315,0.312306106,0.147904994,2.106745159,0.035139675,0.243465034,Unc13b
Mamld1,166.8516859,0.311766452,0.122126017,2.549206637,0.010796831,0.109993076,Mamld1
Rdh10,100.6578572,0.311578218,0.143601546,2.169912956,0.030013441,0.221290191,Rdh10
Gm7536,397.0483906,0.311490607,0.101723524,3.059205569,0.002219248,0.034456193,Gm7536
Trip6,115.7597275,0.311227839,0.151205794,2.054684712,0.039909467,0.26174858,Trip6
Rps19-ps6,311.5976402,0.309076295,0.102432878,3.015868412,0.002562444,0.038507192,Rps19-ps6
Hist1h2bq,5.170177676,0.307612132,0.181288014,1.979750676,0.047731551,NA,Hist1h2bq
Dennd2a,289.4792836,0.305645412,0.106779573,2.856048967,0.00428949,0.056486132,Dennd2a
Arpin,166.5403082,0.305598255,0.119258045,2.543686544,0.010968947,0.111281243,Arpin
Asb10,42.15779833,0.305584536,0.210561564,2.062026726,0.039205192,0.258813517,Asb10
Spag8,2.318457883,0.305125969,0.136920312,2.05844475,0.03954746,NA,Spag8
Twnk,186.3924873,0.304766578,0.112547037,2.711041947,0.006707214,0.078510205,Twnk
Gm30246,2.881001303,0.304055387,0.152428206,2.110029384,0.034855825,NA,Gm30246
Zfyve9,160.5339716,0.303807153,0.122869566,2.470634758,0.013487349,0.127310102,Zfyve9
Gm8565,2.72932404,0.303483315,0.149676701,2.082576221,0.037289869,NA,Gm8565
Gm1821,150.3104941,0.302654966,0.135896958,2.219518533,0.026451468,0.203774271,Gm1821
Loxl4,2.010919559,0.302193257,0.132290063,2.309597143,0.020910468,NA,Loxl4
Zfp606,98.56678404,0.300898659,0.149294667,2.017228734,0.043671649,0.273423009,Zfp606
Dleu2,216.6747932,0.300717334,0.113032006,2.663115982,0.007742072,0.086934119,Dleu2
Apba1,247.7267698,0.300684504,0.103646032,2.894996189,0.003791631,0.051808868,Apba1
Dll4,2.329187898,0.300480149,0.146078561,2.003949949,0.045075422,NA,Dll4
Rgs3,167.2706883,0.299164641,0.126700843,2.370089626,0.017783774,0.154637406,Rgs3
AC110534.5,156.0448091,0.299005024,0.136988566,2.19271486,0.028327929,0.213093678,AC110534.5
Gt(ROSA)26Sor,119.633221,0.297559473,0.138399024,2.139686664,0.032380098,0.23148325,Gt(ROSA)26Sor
Mfsd2a,4.052152649,0.29573338,0.152408825,2.315215717,0.02060113,NA,Mfsd2a
Zrsr1,116.1082545,0.295650185,0.150007907,1.981358153,0.047551123,0.286174628,Zrsr1
Fbxo9,369.0664108,0.295129899,0.081358285,3.627969128,0.000285659,0.006660642,Fbxo9
Ccdc170,2.062855589,0.294827934,0.127336761,2.297820243,0.021572022,NA,Ccdc170
AI606181,111.0907378,0.293302908,0.144798158,2.022556263,0.043118917,0.272303756,AI606181
Acss2,111.1650142,0.291451516,0.144995792,2.003647693,0.045107813,0.27805545,Acss2
Tm7sf2,157.1573403,0.289115066,0.144123931,2.060502643,0.039350513,0.259250442,Tm7sf2
Adam33,383.2187063,0.288562089,0.087637984,3.287645943,0.001010288,0.018627548,Adam33
Otud7b,415.6772275,0.287085202,0.081120182,3.534804647,0.000408077,0.008957182,Otud7b
Gm45925,1.00034335,0.285912215,0.093010652,2.338964646,0.019337263,NA,Gm45925
Metap1d,429.3741404,0.285011821,0.083700057,3.402365223,0.000668053,0.013467948,Metap1d
Eif5a2,127.4297729,0.282844,0.14072845,2.008269904,0.044614618,0.275988124,Eif5a2
Plekha5,120.9631204,0.282479273,0.136326644,2.066466995,0.038784406,0.257462438,Plekha5
Ccdc85b,261.2837166,0.280510262,0.101898895,2.753161595,0.005902275,0.0718805,Ccdc85b
Acsl3,157.0544478,0.279440773,0.142357417,2.041640133,0.041187241,0.265718916,Acsl3
Rps4l,634.0502688,0.276730534,0.072217306,3.829457063,0.000128426,0.003406676,Rps4l
Gm20627,1.408634961,0.275517092,0.113623765,2.071610568,0.038301774,NA,Gm20627
Bcl7a,171.4537051,0.275281535,0.121504978,2.269229404,0.023254379,0.185921527,Bcl7a
Acat2,256.7597245,0.275059924,0.127787855,2.224600039,0.0261081,0.201681323,Acat2
Zscan21,193.7908418,0.274944654,0.113207618,2.429613366,0.015114937,0.136786006,Zscan21
Arl5c,120.0965791,0.274509506,0.138219905,1.996385261,0.045892004,0.280562725,Arl5c
Rnf167,256.7576147,0.274341228,0.100321439,2.73835255,0.006174784,0.074369828,Rnf167
Gm12571,1.471256185,0.273783654,0.120601235,2.068840725,0.038561035,NA,Gm12571
Lipo3,548.7482815,0.27258022,0.074876215,3.640154489,0.000272475,0.006410244,Lipo3
Tspan10,1.901234787,0.272482622,0.136928883,2.661186829,0.007786574,NA,Tspan10
8030453O22Rik,120.3634693,0.270578534,0.136741247,1.971736228,0.048639726,0.289584264,8030453O22Rik
Nxpe1-ps,15.89065715,0.270051181,0.209450129,2.0264514,0.042718548,0.270426984,Nxpe1-ps
Pisd-ps1,204.9669226,0.269824144,0.132479214,2.040128019,0.041337577,0.265793722,Pisd-ps1
Nrg2,3.51309137,0.26863767,0.15598773,2.94229254,0.00325792,NA,Nrg2
Matk,184.1820613,0.266851144,0.121492771,2.211788377,0.026981291,0.206159086,Matk
Ppil6,1.426996014,0.266187182,0.116280328,2.510139855,0.012068335,NA,Ppil6
Zfp984,431.7447187,0.265395663,0.083397348,3.178604829,0.001479857,0.025088932,Zfp984
Ddx3y,646.1470917,0.264833902,0.193606638,2.916361927,0.003541394,0.048993176,Ddx3y
Flnb,542.8132099,0.26426667,0.079739121,3.307149114,0.000942507,0.017694287,Flnb
