,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Mertk,6.12E-14,-0.229156845,0.713,0.71,1.53E-09
Cst3,2.57E-18,-0.228634862,0.597,0.577,6.45E-14
Elp4,4.22E-13,-0.227627626,0.285,0.292,1.06E-08
Cpeb4,1.45E-18,-0.227078693,0.438,0.437,3.63E-14
Plekhg1,7.92E-22,-0.22577506,0.477,0.467,1.98E-17
Atp1b2,1.16E-11,-0.224817638,0.273,0.29,2.91E-07
Tprkb,1.47E-10,-0.223633696,0.441,0.452,3.67E-06
Htra1,1.78E-13,-0.222989897,0.513,0.52,4.45E-09
Zbtb20,5.12E-20,-0.220333098,0.979,0.982,1.28E-15
Naaladl2,2.97E-11,-0.219803578,0.419,0.422,7.45E-07
Psd3,3.67E-13,-0.219357769,0.557,0.564,9.20E-09
Robo1,3.18E-09,-0.213972112,0.248,0.258,7.97E-05
Gja1,1.42E-15,-0.213958459,0.411,0.401,3.56E-11
Appl2,2.20E-17,-0.213619299,0.617,0.605,5.50E-13
Bmpr1b,7.58E-19,-0.211621122,0.619,0.598,1.90E-14
Arhgef4,1.14E-14,-0.210156236,0.573,0.567,2.86E-10
Ank2,1.10E-14,-0.209761575,0.938,0.929,2.76E-10
Macrod2,3.44E-08,-0.208660787,0.549,0.558,0.000861184
Spag5,0.001973819,-0.208320734,0.263,0.295,1
Trio,1.57E-17,-0.207641655,0.33,0.322,3.93E-13
Mgat5,1.54E-11,-0.207554619,0.392,0.396,3.86E-07
F3,5.26E-15,-0.206180319,0.489,0.484,1.32E-10
Rmst,9.70E-10,-0.206074093,0.498,0.493,2.43E-05
Gm44511,2.05E-08,-0.204909295,0.555,0.604,0.000514263
Aldh1a1,1.34E-09,-0.204414094,0.269,0.265,3.36E-05
Acaca,1.09E-14,-0.203550767,0.393,0.387,2.72E-10
Gpam,6.61E-11,-0.203282112,0.307,0.311,1.65E-06
Slc1a3,7.05E-11,-0.203229065,0.94,0.944,1.77E-06
Bcan,1.56E-12,-0.203216165,0.528,0.535,3.90E-08
Cadm1,2.06E-09,-0.200147909,0.877,0.888,5.15E-05
Itsn2,7.42E-10,-0.199970027,0.247,0.252,1.86E-05
Dlgap1,1.58E-08,-0.198960396,0.762,0.774,0.000396619
Mical2,7.55E-15,-0.197626719,0.435,0.433,1.89E-10
Slc7a11,4.54E-08,-0.196825881,0.68,0.685,0.00113757
Ncoa2,4.44E-15,-0.195995312,0.363,0.36,1.11E-10
Ddah1,1.92E-17,-0.195720774,0.413,0.396,4.82E-13
Lrrc4c,5.96E-11,-0.195160212,0.796,0.797,1.49E-06
Nfkb1,7.04E-14,-0.192686022,0.256,0.254,1.76E-09
Zeb1,2.35E-11,-0.192122702,0.721,0.714,5.88E-07
Adgrb3,7.61E-13,-0.191924522,0.92,0.919,1.91E-08
Rapgef3,1.53E-15,-0.191800102,0.307,0.296,3.84E-11
Dyrk1a,1.77E-14,-0.191385329,0.281,0.274,4.42E-10
Gabra2,6.12E-14,-0.190394285,0.489,0.473,1.53E-09
Park2,9.85E-10,-0.190346953,0.589,0.581,2.47E-05
Palld,1.03E-10,-0.190267961,0.312,0.314,2.58E-06
Aqp4,6.26E-06,-0.18901999,0.327,0.348,0.156660109
Fndc3b,8.20E-12,-0.188905928,0.273,0.278,2.05E-07
Herc2,4.78E-14,-0.18725517,0.261,0.256,1.20E-09
Tnik,4.91E-12,-0.18565258,0.843,0.842,1.23E-07
Slc4a4,6.44E-10,-0.185051123,0.911,0.914,1.61E-05
Tmtc2,4.24E-09,-0.184778675,0.515,0.52,0.000106238
Cd81,9.66E-14,-0.183558232,0.346,0.34,2.42E-09
Igsf11,5.63E-10,-0.183237433,0.356,0.364,1.41E-05
Trps1,1.16E-11,-0.183208131,0.83,0.829,2.91E-07
Sbf2,1.84E-11,-0.181719723,0.319,0.317,4.61E-07
Cdk19,4.02E-11,-0.180734459,0.476,0.468,1.01E-06
Qk,5.80E-11,-0.180095215,0.921,0.92,1.45E-06
Chchd3,3.04E-10,-0.179974279,0.362,0.369,7.60E-06
Ptprz1,8.53E-12,-0.179605625,0.896,0.9,2.14E-07
Fhit,1.23E-06,-0.177548099,0.418,0.431,0.030740273
4930570B17Rik,1.47E-09,-0.176399772,0.369,0.365,3.67E-05
Garem1,1.96E-12,-0.176376847,0.489,0.471,4.91E-08
Nckap5,5.11E-19,-0.174696073,0.769,0.738,1.28E-14
Enox1,4.06E-06,-0.173515608,0.407,0.413,0.101555891
Ptprd,1.01E-08,-0.172618224,0.501,0.487,0.000253031
Ppp2r2b,3.01E-07,-0.172599341,0.702,0.705,0.007527827
Arap2,3.49E-11,-0.172152303,0.501,0.494,8.74E-07
Ptpn12,1.83E-13,-0.17123343,0.276,0.262,4.57E-09
Dlg1,3.91E-16,-0.171222938,0.409,0.392,9.80E-12
Add3,1.14E-09,-0.170455399,0.631,0.606,2.84E-05
Ttyh1,2.39E-11,-0.170167187,0.673,0.67,5.98E-07
Luzp2,3.01E-05,-0.170103004,0.835,0.827,0.753578168
Mt1,7.69E-08,-0.168776097,0.427,0.423,0.001925202
Gm21992,4.28E-15,-0.168631235,0.267,0.258,1.07E-10
Eya1,1.16E-11,-0.168450676,0.421,0.419,2.90E-07
Phf14,5.96E-15,-0.168267176,0.32,0.313,1.49E-10
Ckb,8.59E-16,-0.16813791,0.448,0.425,2.15E-11
Pcdh7,1.18E-08,-0.167710442,0.735,0.726,0.000295923
B3galt1,2.41E-08,-0.16651562,0.91,0.916,0.000604551
2210408I21Rik,4.52E-07,-0.166014717,0.266,0.27,0.011312848
Kctd1,7.49E-08,-0.165764868,0.292,0.289,0.001876734
Cmip,1.65E-10,-0.165648202,0.301,0.3,4.13E-06
Ctnnd2,8.64E-12,-0.165154506,0.975,0.972,2.16E-07
Nbea,9.98E-08,-0.164374324,0.398,0.399,0.002499537
Mboat2,1.50E-09,-0.164103056,0.301,0.298,3.75E-05
Kidins220,1.44E-15,-0.164039296,0.454,0.435,3.59E-11
Acap2,3.07E-17,-0.163986565,0.333,0.311,7.69E-13
Camk2d,9.99E-10,-0.16325265,0.393,0.384,2.50E-05
Dpyd,1.50E-10,-0.162990247,0.284,0.274,3.75E-06
Zhx3,2.25E-13,-0.161191701,0.446,0.426,5.62E-09
Otud7a,9.77E-11,-0.161011969,0.463,0.447,2.45E-06
Ptn,7.06E-14,-0.160548206,0.595,0.571,1.77E-09
Tcf4,2.41E-10,-0.160521314,0.925,0.919,6.04E-06
Daam2,3.54E-16,-0.160071111,0.618,0.601,8.87E-12
Neat1,1.68E-07,-0.158602421,0.287,0.292,0.004210809
Ube2e2,5.44E-07,-0.157753268,0.432,0.439,0.013632631
Asap2,1.66E-14,-0.156472883,0.398,0.383,4.17E-10
Ralgapa1,1.04E-15,-0.155966352,0.435,0.417,2.61E-11
Camk1d,5.48E-24,-0.154304367,0.524,0.469,1.37E-19
Ptprt,1.17E-12,-0.153848534,0.91,0.896,2.92E-08
Nlgn1,4.45E-06,-0.152862138,0.91,0.908,0.111344911
Vav3,1.49E-12,-0.152400428,0.337,0.321,3.73E-08
Syt11,3.85E-17,-0.15170451,0.256,0.234,9.65E-13
Ssbp2,2.03E-11,-0.150909427,0.456,0.439,5.07E-07
Slc39a12,2.29E-13,-0.150598952,0.51,0.491,5.73E-09
Rfx3,2.18E-10,-0.150019052,0.6,0.588,5.47E-06
Megf10,1.33E-10,-0.149662601,0.329,0.324,3.33E-06
Lgi1,2.87E-07,-0.149028793,0.414,0.414,0.007180245
Ankrd28,1.54E-11,-0.149013324,0.373,0.362,3.86E-07
Stxbp6,2.06E-11,-0.148878304,0.261,0.245,5.16E-07
Mgat4c,0.000155765,-0.148858913,0.258,0.26,1
Dmd,1.52E-07,-0.148783292,0.756,0.744,0.003798371
Kank1,3.43E-06,-0.14834678,0.294,0.299,0.085961398
Glis3,7.32E-10,-0.148076461,0.723,0.705,1.83E-05
Trpm3,9.04E-05,-0.148051622,0.767,0.757,1
Dtna,2.82E-10,-0.147870783,0.931,0.919,7.06E-06
Cyp7b1,1.11E-12,-0.147128595,0.414,0.39,2.79E-08
Psap,1.33E-14,-0.147037968,0.369,0.345,3.33E-10
Diaph2,1.22E-13,-0.146847092,0.442,0.416,3.05E-09
Gabrb1,6.28E-08,-0.146727502,0.971,0.968,0.001573439
Gm3764,2.57E-10,-0.14530521,0.847,0.828,6.43E-06
7-Sep,1.70E-17,-0.145300434,0.325,0.299,4.26E-13
Arhgap21,3.29E-12,-0.14487997,0.346,0.331,8.25E-08
Setd5,6.20E-13,-0.144780406,0.374,0.354,1.55E-08
Lama2,1.24E-10,-0.144426758,0.741,0.721,3.10E-06
Spire1,1.20E-11,-0.144301465,0.575,0.56,3.00E-07
Mbd5,6.40E-13,-0.143852025,0.47,0.45,1.60E-08
Aldoc,2.45E-13,-0.143158307,0.407,0.382,6.14E-09
Nxn,2.83E-12,-0.141709434,0.392,0.368,7.08E-08
Acsl6,1.21E-07,-0.14156087,0.366,0.369,0.003019332
Magi3,9.41E-10,-0.140795053,0.405,0.389,2.36E-05
Setbp1,2.28E-08,-0.136971252,0.45,0.448,0.00057108
Kcnq3,6.97E-05,-0.136289442,0.348,0.342,1
Ccdc50,2.85E-11,-0.135320002,0.335,0.325,7.15E-07
Phactr1,6.51E-06,-0.134744811,0.592,0.588,0.162974257
Ext1,6.20E-10,-0.13436971,0.418,0.411,1.55E-05
Ttc3,3.17E-10,-0.134353141,0.314,0.301,7.94E-06
Dlg5,1.72E-15,-0.134219169,0.25,0.232,4.31E-11
Taf15,1.34E-12,-0.133566907,0.267,0.248,3.36E-08
Arid1b,8.39E-14,-0.132745235,0.44,0.413,2.10E-09
Csgalnact1,3.94E-12,-0.13209578,0.58,0.548,9.85E-08
Thrb,1.57E-12,-0.132066379,0.525,0.507,3.92E-08
Grid1,5.63E-12,-0.131912426,0.452,0.433,1.41E-07
Vps13b,6.30E-15,-0.13140182,0.385,0.36,1.58E-10
Dab1,8.37E-05,-0.131339686,0.742,0.738,1
Cachd1,8.14E-09,-0.130891412,0.357,0.353,0.000203879
Eps15,2.48E-12,-0.130762397,0.442,0.422,6.20E-08
Mlc1,1.35E-13,-0.130127203,0.269,0.249,3.38E-09
Pik3r1,4.48E-14,-0.129795313,0.424,0.402,1.12E-09
Mdm4,2.34E-13,-0.128976571,0.261,0.243,5.87E-09
Tab2,2.50E-10,-0.127390923,0.282,0.266,6.25E-06
Bckdhb,2.41E-09,-0.127266992,0.285,0.277,6.05E-05
Rb1cc1,5.67E-13,-0.126688833,0.285,0.266,1.42E-08
Aak1,1.52E-10,-0.125819166,0.404,0.386,3.82E-06
Gm2163,3.07E-07,-0.125195887,0.267,0.258,0.007681901
Cadm2,2.78E-07,-0.125139378,0.976,0.97,0.006971603
Plpp3,7.72E-11,-0.124684063,0.859,0.827,1.93E-06
Grin2c,1.00E-09,-0.124606099,0.342,0.334,2.50E-05
Irf2,3.54E-12,-0.124499846,0.265,0.249,8.87E-08
Hacd2,1.15E-12,-0.123375039,0.349,0.329,2.87E-08
Exoc6b,5.68E-12,-0.122895552,0.397,0.373,1.42E-07
Frmpd1,9.46E-08,-0.122723296,0.273,0.266,0.00236896
Clk1,3.08E-18,-0.122321306,0.436,0.394,7.70E-14
Erbin,5.74E-14,-0.122175082,0.276,0.256,1.44E-09
Npas2,1.28E-07,-0.120926609,0.272,0.265,0.003214324
Ctnna2,1.45E-06,-0.120879644,0.528,0.504,0.036195698
Nfib,6.31E-09,-0.120870953,0.829,0.808,0.000158108
Fut9,9.66E-12,-0.120241489,0.549,0.524,2.42E-07
Pard3b,5.20E-12,-0.119056231,0.583,0.556,1.30E-07
Fam107a,3.21E-10,-0.119002039,0.368,0.347,8.05E-06
Gli3,4.26E-09,-0.118213288,0.615,0.595,0.00010676
Tcf12,3.82E-09,-0.116666729,0.468,0.456,9.55E-05
Ncam1,1.26E-08,-0.116461193,0.685,0.665,0.000314542
Ccdc88a,9.13E-14,-0.116262647,0.541,0.509,2.29E-09
Dgkb,2.35E-09,-0.115204177,0.835,0.812,5.87E-05
Dclk1,1.25E-10,-0.115182498,0.736,0.706,3.12E-06
Parp8,7.67E-07,-0.114639939,0.284,0.282,0.019209637
Efr3b,3.29E-11,-0.114432585,0.416,0.386,8.25E-07
Camkmt,2.63E-07,-0.113044029,0.256,0.249,0.006580273
Alpk1,2.55E-09,-0.112821929,0.274,0.26,6.39E-05
Pibf1,1.76E-10,-0.112413974,0.285,0.267,4.41E-06
Phkb,1.81E-12,-0.112172121,0.449,0.419,4.54E-08
Mkln1,4.36E-14,-0.112036876,0.421,0.394,1.09E-09
Srsf5,3.25E-14,-0.111817522,0.341,0.313,8.14E-10
Tulp3,2.47E-09,-0.110664117,0.323,0.307,6.19E-05
Zfr,9.43E-15,-0.110604877,0.393,0.365,2.36E-10
Plcl1,3.76E-08,-0.110536164,0.52,0.49,0.000941738
Eps8,1.11E-10,-0.110482287,0.43,0.409,2.77E-06
Klf7,7.32E-13,-0.110408576,0.326,0.3,1.83E-08
Celf2,0.004616876,-0.110114327,0.843,0.836,1
Lgr4,1.57E-08,-0.110085809,0.318,0.305,0.0003929
Pid1,1.10E-08,-0.109829715,0.395,0.378,0.000276111
Usp34,4.93E-13,-0.10941765,0.462,0.437,1.24E-08
Brinp3,8.41E-07,-0.109275757,0.433,0.413,0.021057168
Nrxn2,2.27E-12,-0.108474139,0.377,0.351,5.69E-08
Xpo1,3.15E-08,-0.108467694,0.257,0.246,0.000789485
Lsamp,2.13E-05,-0.10782113,0.998,0.998,0.533335578
Tbc1d5,2.87E-19,-0.107635801,0.355,0.314,7.19E-15
Baz2b,8.35E-12,-0.107360135,0.519,0.486,2.09E-07
Carmil1,5.71E-16,-0.10726603,0.433,0.394,1.43E-11
Fmnl2,5.42E-12,-0.106737047,0.537,0.499,1.36E-07
Tmem135,2.22E-09,-0.106660356,0.296,0.279,5.55E-05
Igf1r,2.98E-07,-0.106519732,0.424,0.422,0.007454074
Neo1,1.60E-12,-0.104876631,0.434,0.409,4.01E-08
Sptbn1,9.36E-08,-0.104779088,0.458,0.443,0.002342839
Smarca2,1.55E-10,-0.103168079,0.386,0.363,3.87E-06
Cspg5,1.42E-13,-0.102723241,0.524,0.49,3.55E-09
Ube3a,1.45E-12,-0.102622075,0.305,0.279,3.63E-08
Senp7,5.80E-12,-0.102487918,0.257,0.231,1.45E-07
Pard3,5.80E-12,-0.102181366,0.434,0.399,1.45E-07
Prickle2,3.48E-05,-0.101544706,0.343,0.326,0.871868382
Nisch,5.67E-11,-0.101452144,0.335,0.315,1.42E-06
Gng12,3.11E-12,-0.101359182,0.363,0.332,7.79E-08
Sash1,4.43E-14,-0.101297762,0.661,0.629,1.11E-09
Asap1,2.49E-07,-0.101100879,0.359,0.348,0.006229529
Syne1,6.96E-09,-0.100691749,0.858,0.829,0.000174384
9530026P05Rik,4.15E-06,-0.100594515,0.437,0.42,0.104006397
Nrxn1,1.34E-05,-0.100295869,0.997,0.997,0.33621063
Gpc5,0.000234426,-0.100185561,0.97,0.97,1
Tcf7l2,4.83E-16,-0.100044027,0.545,0.505,1.21E-11
AW554918,2.85E-09,-0.099825832,0.261,0.244,7.14E-05
Sugct,2.44E-10,-0.099398884,0.293,0.271,6.12E-06
Cdc42bpa,4.50E-11,-0.099362432,0.511,0.486,1.13E-06
Fry,2.02E-07,-0.097830803,0.577,0.544,0.005064065
Sox6,2.41E-09,-0.097598425,0.805,0.775,6.03E-05
Eya4,2.03E-09,-0.097553714,0.252,0.232,5.08E-05
Prkca,1.06E-10,-0.096659591,0.589,0.547,2.66E-06
Gm13872,0.000168348,-0.096547163,0.247,0.25,1
AI314180,1.51E-11,-0.096474864,0.315,0.292,3.77E-07
Scaf8,2.14E-16,-0.096144332,0.285,0.249,5.36E-12
Ntm,3.87E-07,-0.095721684,0.999,0.993,0.009698388
4932438A13Rik,6.73E-12,-0.095276314,0.35,0.329,1.68E-07
Clmn,4.15E-05,-0.095195933,0.563,0.552,1
Npas3,1.07E-06,-0.094669018,0.988,0.981,0.026691786
Shroom3,2.89E-07,-0.094190253,0.309,0.292,0.00722831
Nedd4,1.14E-15,-0.093391824,0.475,0.432,2.85E-11
Ubr3,3.16E-11,-0.092893395,0.308,0.283,7.91E-07
Cdh10,1.62E-09,-0.092789415,0.658,0.618,4.05E-05
Zmynd11,2.58E-11,-0.092691472,0.269,0.244,6.45E-07
Ubr5,1.08E-10,-0.092590176,0.438,0.412,2.71E-06
Phf20l1,3.51E-11,-0.092293022,0.357,0.331,8.80E-07
Ttc28,4.56E-10,-0.092059339,0.428,0.402,1.14E-05
Ehbp1,4.72E-11,-0.091879599,0.426,0.396,1.18E-06
Stox2,4.58E-12,-0.091733446,0.786,0.748,1.15E-07
Pla2g7,4.63E-10,-0.091724643,0.592,0.564,1.16E-05
Pcdh9,0.001546478,-0.091052273,0.983,0.975,1
Rabgap1l,8.12E-10,-0.09086041,0.42,0.39,2.03E-05
Lgi4,2.80E-08,-0.090605179,0.262,0.243,0.000700713
Afg1l,4.49E-09,-0.090598673,0.294,0.273,0.000112434
Gna13,9.28E-16,-0.090349683,0.322,0.286,2.32E-11
Vegfa,2.36E-08,-0.090175598,0.341,0.319,0.000590961
Fyn,1.55E-15,-0.090038578,0.314,0.277,3.88E-11
Phlpp1,7.86E-06,-0.089283298,0.737,0.716,0.196929783
Tead1,7.16E-08,-0.088453442,0.4,0.38,0.001794055
Id4,6.71E-10,-0.088128848,0.317,0.292,1.68E-05
Phactr3,4.75E-15,-0.088122574,0.562,0.516,1.19E-10
Tenm3,0.00011658,-0.08808679,0.741,0.727,1
Gli2,1.61E-11,-0.087458429,0.36,0.331,4.02E-07
Atp13a4,2.14E-15,-0.08613472,0.424,0.383,5.37E-11
Nf1,2.47E-10,-0.085443502,0.471,0.444,6.18E-06
Phkg1,4.02E-07,-0.085235635,0.558,0.542,0.010076022
Dock7,1.51E-10,-0.084974615,0.273,0.247,3.79E-06
Grid2,2.82E-05,-0.084115729,0.762,0.742,0.705125226
Gnaq,3.83E-15,-0.083881198,0.565,0.514,9.58E-11
Sort1,4.62E-13,-0.082715429,0.287,0.253,1.16E-08
Phf21a,2.33E-10,-0.08255696,0.643,0.605,5.84E-06
Sgip1,2.36E-08,-0.08244945,0.649,0.619,0.000590641
Adcy2,2.14E-10,-0.082391861,0.622,0.58,5.37E-06
Il1rapl1,0.00203569,-0.08198068,0.615,0.597,1
Prex2,0.01686247,-0.081338152,0.907,0.9,1
Itsn1,2.79E-10,-0.080852037,0.478,0.444,6.98E-06
Hipk2,4.96E-17,-0.080495122,0.436,0.386,1.24E-12
Nbeal1,1.30E-10,-0.080380874,0.294,0.272,3.25E-06
9430041J12Rik,8.65E-07,-0.080147842,0.312,0.294,0.021657335
Ptk2,8.93E-12,-0.080116409,0.465,0.429,2.24E-07
Stag1,8.29E-09,-0.078476494,0.528,0.501,0.000207502
Gmds,9.04E-07,-0.078418815,0.27,0.251,0.022646402
Fermt2,2.36E-16,-0.078335512,0.366,0.326,5.90E-12
Fbxl17,2.79E-09,-0.078279087,0.518,0.486,6.99E-05
Osbpl9,1.49E-11,-0.078036265,0.4,0.369,3.72E-07
Unc5c,0.051648223,-0.077420525,0.257,0.25,1
Cpe,0.000235893,-0.07730476,0.914,0.897,1
Ptpn13,5.45E-14,-0.077243103,0.259,0.228,1.36E-09
Nktr,1.45E-11,-0.076881287,0.327,0.298,3.64E-07
Robo2,6.10E-09,-0.076791313,0.451,0.407,0.000152723
Itpr2,3.56E-11,-0.076566232,0.478,0.442,8.91E-07
Scd2,3.95E-11,-0.076419811,0.502,0.467,9.90E-07
Dock3,8.57E-09,-0.076262137,0.291,0.269,0.000214722
Mllt10,6.92E-10,-0.075990535,0.479,0.446,1.73E-05
Nckap1,1.13E-14,-0.07595752,0.455,0.41,2.84E-10
Pcmtd1,4.33E-13,-0.075387105,0.315,0.281,1.09E-08
Rasa2,3.05E-13,-0.074650073,0.42,0.382,7.64E-09
Rb1,1.68E-12,-0.074349165,0.466,0.426,4.22E-08
Ube3c,1.22E-13,-0.074228269,0.289,0.257,3.05E-09
Etv6,9.21E-12,-0.074164659,0.359,0.324,2.31E-07
Cables1,8.07E-07,-0.074073605,0.455,0.433,0.020211847
Atp8a1,7.01E-14,-0.073886156,0.377,0.336,1.76E-09
Arhgef12,2.47E-09,-0.073851769,0.601,0.574,6.20E-05
Rreb1,1.80E-10,-0.073789597,0.312,0.282,4.51E-06
Eif4g3,2.71E-11,-0.073749394,0.38,0.348,6.79E-07
Faf1,1.57E-12,-0.073212132,0.316,0.28,3.93E-08
Mapt,1.83E-11,-0.073044478,0.377,0.335,4.59E-07
Med12l,1.32E-10,-0.072511418,0.287,0.26,3.31E-06
Tjp1,2.25E-06,-0.072406326,0.593,0.575,0.056357815
Dock4,2.87E-05,-0.071489166,0.724,0.7,0.718438718
Snrnp70,8.75E-12,-0.071283023,0.751,0.706,2.19E-07
Fgf14,4.86E-06,-0.07105028,0.647,0.606,0.121800764
Wdfy3,3.59E-13,-0.071023098,0.315,0.278,8.98E-09
Abca1,1.46E-13,-0.071005652,0.431,0.392,3.65E-09
Xrcc4,4.18E-12,-0.070952165,0.333,0.298,1.05E-07
Gphn,1.04E-05,-0.070897449,0.831,0.799,0.259520544
Phka1,4.74E-08,-0.070538253,0.662,0.629,0.001185988
Galnt1,6.49E-18,-0.069579193,0.308,0.265,1.62E-13
Stat3,3.45E-07,-0.0695638,0.262,0.246,0.008640123
Xist,0.012091393,-0.069557178,0.881,0.87,1
Gpc6,1.55E-06,-0.069499929,0.69,0.659,0.038809003
Fut8,1.11E-10,-0.069438854,0.403,0.373,2.77E-06
Apc,4.35E-16,-0.069009295,0.606,0.551,1.09E-11
Atp9b,6.65E-15,-0.068915949,0.346,0.303,1.67E-10
Fgfr3,7.09E-10,-0.068844123,0.39,0.363,1.78E-05
Hivep3,1.62E-06,-0.068761847,0.765,0.738,0.040532387
Nwd1,4.84E-12,-0.068206068,0.677,0.628,1.21E-07
Rims2,2.06E-05,-0.068116244,0.334,0.32,0.515287989
Prdm16,4.21E-12,-0.068091173,0.521,0.48,1.05E-07
Pbx1,7.20E-05,-0.067820506,0.885,0.862,1
Ccdc141,1.18E-10,-0.067632632,0.3,0.274,2.95E-06
Trip11,2.08E-06,-0.067393656,0.252,0.235,0.052025095
Smyd3,1.16E-08,-0.067184222,0.357,0.334,0.00029139
Tpr,6.26E-13,-0.067120035,0.25,0.218,1.57E-08
Nkain2,0.110341643,-0.066823487,0.232,0.258,1
Dennd1a,5.67E-07,-0.066472368,0.752,0.723,0.014190503
Itga6,2.59E-11,-0.06633913,0.325,0.294,6.49E-07
Slc15a2,1.65E-10,-0.066149799,0.271,0.244,4.13E-06
Hdac9,2.66E-07,-0.06571612,0.323,0.3,0.006663709
R3hdm1,1.21E-09,-0.065632456,0.371,0.341,3.04E-05
Ghr,9.23E-11,-0.065418524,0.451,0.416,2.31E-06
Wdr33,5.87E-10,-0.064906885,0.322,0.294,1.47E-05
Pde4d,1.14E-09,-0.064788346,0.464,0.419,2.85E-05
Dst,1.48E-06,-0.064753526,0.758,0.722,0.03697096
Xpr1,1.26E-12,-0.064613163,0.396,0.358,3.15E-08
